batch_id,product_id,production_date,expiry_date,batch_size_units,batch_size_kg,production_line,shift,raw_material_lot,supplier_id,mixing_time_min,pasteurization_temp_c,drying_temp_c,moisture_content_pct,protein_content_pct,fat_content_pct,carb_content_pct,batch_status,release_date,yield_efficiency_pct
4565696,1503112,2023-10-20,2025-05-17,25164,11208.5,Line-1,Morning,42177787,2194961,36,75.4,169.8,0.374,2.62,4.82,66.13,Quarantine,2023-10-24,92.64
4733726,1199145,2022-10-04,2024-01-19,8881,540.6,Line-2,Night,43252144,2230109,86,75.0,204.5,0.442,3.79,5.07,66.06,Released,2022-10-11,70.41
4758442,1650501,2021-01-18,2022-10-14,23650,4322.5,Line-2,Morning,57799146,2163437,76,83.4,192.6,0.69,3.24,5.36,61.4,Quarantine,2021-01-28,54.2
4373154,1710056,2022-10-19,2024-04-11,45546,3257.0,Line-3,Night,74819521,2363629,99,77.8,175.3,1.119,2.66,4.26,61.45,Quarantine,2022-10-25,89.27
4132706,1548359,2024-04-04,2025-08-18,40439,8767.6,Line-1,Night,58990365,2584378,59,72.5,165.7,0.129,1.57,4.28,64.04,Released,2024-04-15,73.25
4318157,1420078,2023-02-24,2025-02-01,29670,8189.4,Line-2,Afternoon,80749847,2417377,42,76.2,193.2,0.426,2.27,3.79,59.67,Released,2023-03-03,95.79
4070955,1616282,2023-11-20,2025-08-05,43440,2281.4,Line-2,Afternoon,29892231,2668643,110,84.7,204.2,0.417,3.03,5.58,59.49,Released,2023-12-03,88.94
4683072,1492963,2021-08-13,2022-10-30,31194,5737.2,Line-2,Afternoon,50805207,2147528,23,73.2,206.0,0.801,2.06,5.27,61.64,Released,2021-08-20,83.73
4584922,1930495,2021-08-31,2023-08-03,26362,15991.3,Line-3,Night,69816550,2867797,41,85.0,171.5,1.649,2.34,3.06,52.08,Quarantine,2021-09-07,78.75
4130278,1013257,2021-03-11,2022-10-04,36901,2679.3,Line-3,Morning,64689007,2296937,28,82.0,169.1,1.051,2.97,4.75,60.0,Released,2021-03-18,80.36
4985459,1775345,2023-11-11,2024-12-31,18285,10750.2,Line-3,Afternoon,32154987,2705066,57,84.3,182.8,1.622,2.29,3.11,55.89,Released,2023-11-23,66.13
4952615,1357828,2023-11-07,2025-05-08,36078,13507.3,Line-3,Night,33769355,2840798,32,83.6,188.8,0.628,3.33,3.82,68.92,Released,2023-11-14,73.33
4626558,1307258,2021-02-28,2022-03-12,18931,12009.6,Line-4,Night,34223080,2196660,23,77.8,183.7,0.997,2.16,3.33,67.02,Released,2021-03-05,57.24
4205435,1061627,2023-02-08,2025-02-06,22575,4485.6,Line-4,Morning,73559783,2772201,83,80.1,173.4,0.367,2.36,3.82,60.91,Released,2023-02-20,91.75
4889671,1607531,2021-04-20,2023-03-14,32609,115.8,Line-1,Night,88953995,2103093,74,74.7,173.3,0.495,2.47,3.46,61.5,Released,2021-04-25,78.39
4794140,1271765,2021-08-11,2023-02-16,35948,812.1,Line-2,Morning,56636617,2541498,118,80.5,188.6,0.797,3.63,4.17,56.49,Quarantine,2021-08-20,65.32
4577811,1608557,2023-09-10,2025-03-05,25801,7512.2,Line-2,Night,57111405,2319126,79,72.7,194.9,0.833,3.72,3.92,60.98,Released,2023-09-20,72.22
4662819,1338628,2023-04-23,2024-07-14,9657,1627.0,Line-2,Afternoon,33952923,2082376,33,83.1,170.0,1.17,2.85,5.09,63.85,Released,2023-04-29,76.61
4382553,1456193,2024-08-17,2025-09-30,18781,5251.1,Line-3,Morning,57276916,2123486,66,77.0,185.4,1.015,2.12,5.69,65.42,Released,2024-08-21,72.71
4239509,1712626,2021-05-13,2022-07-17,35729,687.5,Line-2,Morning,90385150,2334491,117,82.2,202.4,0.3,3.83,4.05,59.89,Released,2021-05-18,88.22
5516544,1317211,2023-06-24,2025-05-29,47728,244.7,Line-2,Morning,45242168,2509671,29,80.9,183.7,0.811,2.27,5.7,66.63,Quarantine,2023-06-29,74.23
4316395,1218346,2022-08-09,2023-11-01,47375,5839.4,Line-1,Afternoon,95246866,2826509,106,80.7,183.1,1.285,2.59,4.63,64.88,Rejected,2022-08-16,96.46
4783803,1378489,2024-06-10,2025-06-24,28108,1009.9,Line-2,Afternoon,16775122,2770595,81,73.8,174.3,1.131,2.05,3.68,52.76,Released,2024-06-17,92.43
4195627,1763374,2024-05-20,2026-05-05,2519,7705.1,Line-5,Night,65534574,2916147,26,80.5,182.3,1.311,1.96,2.82,53.02,Released,2024-05-29,68.23
4784154,1803699,2024-05-11,2025-10-13,28545,644.6,Line-2,Morning,11214112,2043467,70,82.3,183.2,0.81,3.43,4.78,67.66,Released,2024-05-16,76.65
4064624,1012984,2025-01-07,2026-02-19,36467,4745.8,Line-5,Afternoon,74010972,2181698,70,80.7,197.0,0.266,2.32,4.69,64.26,Rejected,2025-01-11,59.29
4407535,1992580,2023-07-01,2024-07-31,40997,6937.4,Line-4,Afternoon,99618635,2716464,113,83.5,198.2,0.904,2.62,3.89,58.41,Released,2023-07-04,95.93
4225455,1840891,2024-06-17,2026-02-08,47080,10228.6,Line-3,Morning,89671497,2267368,70,80.5,182.3,0.889,3.84,4.87,63.06,Rejected,2024-06-24,87.54
4142510,1956256,2021-02-06,2022-08-16,6867,1713.3,Line-1,Afternoon,30673144,2763809,95,83.8,199.1,1.299,3.6,3.57,65.13,Released,2021-02-16,88.46
4349972,1534047,2023-03-20,2024-12-22,13899,371.4,Line-3,Morning,70581462,2560591,82,80.9,160.3,0.56,1.79,5.16,67.46,Released,2023-03-29,86.64
4604732,1383080,2022-12-18,2024-07-09,30016,3895.9,Line-5,Night,76898352,2688707,114,77.9,179.3,0.792,3.66,5.21,55.63,Under-Review,2022-12-21,65.56
4742727,1564510,2023-06-20,2024-09-21,28001,13165.8,Line-1,Morning,55228983,2501271,110,75.4,204.0,0.143,2.23,4.32,58.55,Released,2023-07-03,93.28
4252289,1418064,2022-06-10,2023-08-28,23150,2854.9,Line-1,Morning,97232329,2039822,62,75.5,190.4,0.761,2.69,2.89,58.42,Released,2022-06-18,80.81
4257126,1875893,2023-11-09,2025-02-04,4300,1904.1,Line-1,Night,78294357,2115691,105,79.2,194.9,2.016,3.42,5.01,61.52,Released,2023-11-13,81.29
4128956,1146325,2021-12-14,2023-11-10,19569,10192.7,Line-5,Night,11511126,2857752,106,79.0,172.4,0.197,3.9,3.87,60.13,Released,2021-12-21,96.01
4501797,1185622,2022-09-23,2024-02-20,7994,2443.3,Line-4,Afternoon,46407128,2384786,56,76.8,175.7,0.256,3.54,4.22,58.43,Released,2022-10-04,87.97
4824319,1400736,2024-03-28,2025-09-16,30143,3370.5,Line-4,Afternoon,99371047,2240280,25,82.5,200.9,0.107,2.18,2.8,61.49,Released,2024-04-03,84.52
4402896,1383422,2023-06-02,2025-04-19,11514,3669.5,Line-1,Morning,43770712,2341577,33,78.1,194.2,0.616,2.02,4.55,63.5,Released,2023-06-12,72.74
4124316,1561355,2021-01-15,2022-06-10,46985,283.0,Line-1,Morning,59832945,2862059,37,79.6,203.1,0.092,2.65,4.52,68.23,Released,2021-01-22,75.53
4328079,1572413,2024-08-07,2026-01-20,15770,4089.4,Line-1,Morning,72513784,2290420,107,72.6,175.3,3.092,3.41,4.06,61.82,Released,2024-08-11,66.57
4249657,1041992,2023-12-14,2025-12-02,32166,2166.5,Line-1,Morning,62966723,2183708,29,75.2,169.9,0.21,2.09,4.21,56.7,Released,2023-12-20,81.53
4137510,1184749,2022-04-17,2024-01-29,12459,362.1,Line-5,Night,14455832,2879868,24,73.3,202.7,0.552,1.69,5.08,64.41,Quarantine,2022-04-26,95.7
4387219,1999038,2024-02-08,2025-05-02,3232,2427.1,Line-3,Night,56033727,2015328,91,73.6,160.2,0.683,2.54,3.59,66.76,Quarantine,2024-02-17,83.03
4515259,1634758,2021-11-06,2022-12-16,33736,10123.8,Line-1,Morning,46688746,2666426,49,78.7,189.3,0.411,2.83,5.35,59.96,Released,2021-11-10,93.52
4119378,1066558,2023-02-27,2025-01-03,47300,4399.6,Line-1,Morning,36860305,2903945,113,82.5,175.3,0.465,3.04,4.5,53.47,Released,2023-03-12,72.27
4896121,1967338,2024-11-10,2026-01-07,47255,3218.2,Line-2,Night,83911668,2398688,29,84.9,178.7,0.2,1.85,4.68,68.07,Quarantine,2024-11-17,86.54
4772224,1124684,2021-12-19,2023-07-28,37007,8099.9,Line-1,Afternoon,56009024,2256951,105,80.2,162.4,0.996,1.74,5.46,53.74,Released,2021-12-24,80.56
4692205,1976702,2023-08-29,2025-06-10,14529,8632.9,Line-2,Morning,43368191,2285536,101,75.8,167.6,0.198,1.6,4.04,68.53,Released,2023-09-07,81.31
4419964,1572759,2024-08-05,2025-09-03,49842,1036.3,Line-2,Afternoon,64891681,2370442,106,79.8,170.5,0.703,2.65,4.64,59.85,Released,2024-08-17,66.31
4983881,1853256,2024-10-03,2026-09-21,39421,7849.2,Line-4,Night,63775281,2682391,44,83.1,196.7,3.499,1.54,4.35,60.82,Released,2024-10-16,77.23
4981638,1947861,2022-11-06,2024-01-24,27826,5546.9,Line-2,Night,58034716,2490097,33,72.4,203.6,0.638,2.67,5.2,65.88,Released,2022-11-09,87.42
4512059,1322727,2021-06-03,2023-05-29,35540,2623.5,Line-3,Night,58641495,2312026,115,75.3,197.5,2.317,2.37,3.72,54.14,Released,2021-06-14,93.27
4567107,1929728,2022-08-23,2024-08-20,39719,11048.7,Line-1,Night,48994621,2450117,106,83.9,181.6,1.067,2.83,4.12,65.2,Released,2022-08-27,68.19
4965721,1782228,2025-03-22,2026-03-28,812,3207.0,Line-1,Night,12940756,2624417,100,72.9,173.5,0.839,1.94,4.71,68.89,Quarantine,2025-03-25,92.61
4731194,1484297,2021-12-26,2023-07-04,35812,16785.3,Line-2,Morning,51799111,2597301,80,75.8,193.0,0.37,2.63,5.32,63.42,Quarantine,2022-01-06,96.09
4912755,1375716,2025-03-23,2026-04-10,15613,9238.9,Line-3,Morning,14434586,2925789,87,80.2,198.3,1.382,3.01,3.52,56.5,Released,2025-03-31,92.8
4559291,1001780,2023-06-26,2024-08-22,4848,1292.5,Line-3,Morning,77467094,2284459,24,74.4,187.1,0.273,1.88,4.62,64.56,Released,2023-07-04,90.48
4932851,1436022,2023-04-02,2025-02-10,25139,6345.3,Line-4,Morning,39188774,2424268,119,72.4,197.7,0.312,2.05,5.37,66.42,Released,2023-04-10,78.97
4792454,1809756,2022-01-25,2023-08-12,2301,5186.1,Line-4,Afternoon,12943350,2470251,52,74.3,203.2,0.763,3.34,5.47,69.98,Released,2022-02-07,53.9
4508705,1631950,2021-02-02,2022-12-20,30324,8927.3,Line-1,Morning,19569707,2015894,119,72.4,166.2,0.26,2.95,5.61,65.06,Released,2021-02-10,96.55
4984853,1511473,2024-05-01,2025-05-24,10583,2849.2,Line-3,Night,80691377,2425183,99,84.8,196.4,0.78,2.6,4.73,56.93,Quarantine,2024-05-04,93.8
4202137,1564594,2024-08-30,2026-01-28,27498,4671.9,Line-1,Night,36118171,2643207,84,83.8,196.9,1.5,2.14,3.9,52.16,Released,2024-09-02,88.85
4507862,1775400,2024-05-07,2026-04-01,7631,3203.6,Line-1,Afternoon,48007563,2250872,40,72.8,189.8,0.174,2.17,4.05,62.73,Released,2024-05-12,85.49
4108067,1048234,2022-03-26,2023-09-01,49131,937.2,Line-3,Night,29685037,2745639,88,83.8,193.5,0.184,1.75,4.13,59.56,Released,2022-03-29,72.67
4493419,1088144,2025-01-06,2026-05-20,47858,5109.3,Line-1,Afternoon,27953675,2271325,93,74.7,197.8,0.975,2.04,3.8,61.51,Released,2025-01-14,82.72
4344555,1171194,2022-10-16,2024-06-11,27338,252.9,Line-2,Morning,48793453,2465606,21,76.4,169.9,1.188,2.68,4.58,62.8,Released,2022-10-23,82.74
4008664,1098363,2024-10-28,2025-12-30,47818,18334.4,Line-5,Night,78089046,2453390,35,84.9,208.4,1.166,3.55,4.39,52.83,Released,2024-11-02,97.29
4791543,1036078,2021-05-15,2022-06-11,21456,5949.5,Line-1,Morning,60365648,2080324,47,77.1,177.8,0.209,2.23,5.06,61.23,Released,2021-05-23,90.13
4970278,1591040,2024-12-22,2026-10-01,13147,3872.5,Line-4,Night,28137306,2590789,75,77.3,165.3,0.863,3.34,4.67,66.57,Released,2025-01-03,82.97
4141002,1074684,2021-09-15,2022-10-01,38952,15446.1,Line-5,Afternoon,71045132,2700817,84,75.7,176.2,1.312,3.05,3.25,57.43,Under-Review,2021-09-19,81.17
4406186,1716122,2021-11-10,2023-06-24,22002,2451.9,Line-3,Night,64266701,2257169,101,83.3,188.5,1.263,1.64,3.53,60.93,Released,2021-11-19,79.35
4929809,1199679,2023-10-16,2025-07-05,49253,5604.5,Line-4,Afternoon,23456268,2286298,92,73.2,175.4,0.156,2.32,4.85,58.12,Released,2023-10-28,96.05
4921101,1582580,2021-01-14,2022-12-24,9742,8241.1,Line-3,Afternoon,91529270,2663829,63,83.2,164.0,0.832,3.06,3.18,64.96,Released,2021-01-21,81.74
4168246,1740508,2024-05-02,2025-10-22,12121,15739.0,Line-3,Night,47602833,2781383,73,74.4,188.7,0.71,1.51,4.39,57.21,Released,2024-05-08,93.26
4888616,1274859,2023-10-09,2025-04-08,33515,837.7,Line-3,Afternoon,89004068,2677833,71,80.0,164.0,1.677,2.24,5.31,57.52,Released,2023-10-16,87.55
4443980,1389475,2021-08-11,2022-09-20,26906,417.2,Line-1,Morning,96506848,2814788,106,73.0,207.4,0.835,2.52,5.67,57.37,Released,2021-08-23,86.17
4690144,1916483,2024-10-15,2026-05-23,14205,461.9,Line-1,Afternoon,90899270,2275343,72,83.8,182.0,1.48,2.87,3.45,67.77,Released,2024-10-21,79.81
4525817,1577527,2022-03-23,2024-02-19,3800,2417.9,Line-3,Afternoon,23068312,2705121,85,79.9,161.0,0.967,3.53,3.97,58.13,Released,2022-04-02,69.18
4486741,1723566,2022-09-16,2024-06-23,43466,1704.1,Line-2,Afternoon,10953495,2453003,31,80.8,199.8,0.345,3.7,5.67,56.48,Released,2022-09-27,86.67
4484135,1566849,2024-08-14,2026-05-18,9128,17430.8,Line-2,Afternoon,60399615,2475076,98,79.7,191.5,0.075,3.23,3.23,56.75,Released,2024-08-23,78.26
4371340,1719517,2021-08-25,2023-06-02,16132,5252.0,Line-4,Night,29050926,2730506,112,83.6,199.0,0.372,2.52,3.06,52.36,Released,2021-09-07,79.31
4403394,1262500,2023-10-03,2025-08-04,13576,1370.2,Line-1,Afternoon,60701297,2240894,55,80.2,161.8,0.586,1.54,4.0,61.52,Quarantine,2023-10-11,97.57
4811462,1236723,2025-02-25,2026-07-30,27494,1706.5,Line-4,Night,75978539,2146066,21,73.1,173.7,0.99,1.8,5.59,68.16,Released,2025-03-04,78.72
4418991,1799989,2021-02-11,2022-03-03,39751,11590.6,Line-4,Morning,72867531,2247826,37,72.7,164.7,1.345,3.93,4.87,69.3,Released,2021-02-24,73.21
4535831,1948974,2023-03-10,2025-01-04,13229,2731.6,Line-3,Morning,24970293,2071627,75,73.9,196.4,1.084,2.15,4.5,56.51,Released,2023-03-13,88.59
4366289,1849956,2022-08-30,2024-08-16,40874,9466.1,Line-5,Night,16734992,2566383,98,78.0,190.4,1.307,2.93,3.93,65.08,Released,2022-09-03,86.98
4313151,1557411,2023-04-02,2024-07-17,44376,1664.2,Line-2,Afternoon,14319688,2421529,30,75.8,188.6,1.082,2.21,5.05,52.08,Released,2023-04-10,66.48
4513365,1366957,2023-04-01,2024-04-17,6694,3536.2,Line-2,Night,35930139,2092384,83,80.1,162.0,0.663,1.56,4.9,55.27,Released,2023-04-09,78.68
4979076,1821484,2023-10-01,2025-01-01,37576,2339.7,Line-1,Night,16212258,2156666,86,84.5,201.9,0.352,2.33,4.9,56.03,Released,2023-10-07,87.18
4587350,1589989,2021-04-14,2022-08-27,18678,12701.2,Line-2,Night,41885868,2973866,114,75.7,173.5,0.756,3.59,3.34,59.47,Released,2021-04-27,99.68
4758116,1413025,2023-01-29,2024-10-30,49102,19331.0,Line-1,Afternoon,85787823,2658590,84,84.0,202.2,0.4,1.98,5.25,68.67,Released,2023-02-07,53.14
4634362,1725925,2022-09-24,2024-06-08,40700,1580.0,Line-1,Afternoon,31438767,2878703,34,84.5,192.3,0.76,1.75,2.97,57.87,Released,2022-10-07,92.54
4463815,1999971,2022-01-18,2023-08-08,4511,887.1,Line-1,Morning,14689872,2897745,91,81.0,171.4,1.512,1.64,4.1,52.6,Released,2022-01-29,67.03
4347197,1218619,2024-06-08,2025-08-26,20598,334.3,Line-2,Night,14157703,2564397,80,73.4,164.3,0.662,2.24,3.16,54.99,Released,2024-06-20,57.07
4828035,1748036,2021-10-12,2023-05-23,45574,15266.5,Line-1,Afternoon,31494685,2532082,33,76.4,175.7,0.898,1.51,4.87,59.81,Rejected,2021-10-19,57.15
4308824,1717865,2023-07-16,2025-03-26,29099,425.8,Line-5,Night,63913597,2172322,117,80.0,195.9,0.869,3.72,3.78,64.7,Released,2023-07-22,80.12
4163788,1543248,2021-07-17,2022-08-07,14458,1058.9,Line-1,Night,67128337,2239941,26,72.1,206.7,0.942,3.23,4.86,57.52,Released,2021-07-26,72.64
4826152,1701699,2022-03-21,2023-04-19,11020,669.2,Line-2,Afternoon,56256376,2386598,37,78.6,191.3,0.54,3.96,3.58,54.54,Quarantine,2022-03-28,86.11
4810961,1974220,2024-02-18,2026-02-11,17253,153.9,Line-3,Morning,47386717,2421942,65,83.3,164.9,1.847,1.96,5.12,54.44,Released,2024-02-27,87.44
4001318,1326286,2024-11-01,2026-05-03,25472,1267.8,Line-2,Afternoon,50389758,2585894,69,78.9,163.6,0.415,1.65,3.34,63.17,Released,2024-11-05,85.62
4299850,1211726,2022-03-04,2024-02-20,28642,1913.8,Line-1,Night,75932352,2573242,79,81.4,195.0,0.22,2.86,5.59,59.6,Released,2022-03-17,68.62
4030287,1814592,2022-04-16,2023-11-15,9102,17475.0,Line-2,Night,36329435,2070253,91,76.1,177.9,0.332,1.78,3.83,63.55,Released,2022-04-19,81.67
4220920,1385506,2024-03-09,2025-11-29,4299,6156.3,Line-1,Afternoon,92331910,2129582,39,73.0,192.7,0.691,2.67,4.48,57.91,Released,2024-03-14,62.2
4472651,1219115,2023-11-19,2024-12-30,21320,16940.1,Line-2,Morning,21448588,2274640,63,75.1,198.2,0.418,2.21,3.23,53.62,Released,2023-11-30,81.99
4652070,1281051,2022-04-22,2023-05-11,30453,3594.4,Line-4,Afternoon,16364527,2169527,67,78.2,174.3,1.202,3.23,3.89,65.27,Released,2022-05-03,93.27
4316941,1188956,2024-01-20,2025-04-23,24299,405.3,Line-1,Night,15782584,2330185,39,75.1,161.3,1.16,3.76,3.7,59.54,Under-Review,2024-01-29,92.83
4543544,1761884,2023-11-07,2025-08-09,4228,2460.2,Line-1,Morning,42264719,2915741,66,79.2,188.5,0.31,3.99,3.14,54.18,Released,2023-11-10,76.48
4425229,1587458,2024-07-18,2025-07-28,27298,11467.2,Line-1,Night,82658858,2122822,50,84.0,200.0,0.537,3.78,4.32,66.36,Under-Review,2024-07-29,74.42
4031232,1388375,2022-05-15,2024-05-09,16310,2977.4,Line-3,Morning,64304477,2205433,92,81.0,198.0,0.329,2.5,5.13,66.07,Released,2022-05-23,92.68
4291384,1013690,2022-07-02,2024-05-14,5920,937.3,Line-1,Afternoon,49181700,2933417,54,78.9,170.5,0.837,2.59,3.82,52.05,Released,2022-07-10,75.89
4836836,1644162,2023-09-30,2025-07-18,4446,680.8,Line-1,Night,10444581,2230411,33,76.3,193.8,0.486,1.75,4.91,60.0,Released,2023-10-12,82.29
4138538,1662426,2023-10-02,2025-01-11,14126,5485.2,Line-2,Afternoon,48330134,2670130,25,83.4,192.0,1.195,2.53,5.72,57.72,Released,2023-10-11,93.92
4852167,1688056,2021-12-26,2023-02-18,47703,3510.0,Line-3,Afternoon,68862914,2385877,30,77.7,165.5,0.65,2.48,4.15,61.16,Quarantine,2022-01-05,83.16
4620134,1659292,2023-03-18,2024-05-02,30304,212.5,Line-4,Morning,45149126,2542706,86,79.2,186.6,1.328,1.97,4.1,65.15,Rejected,2023-03-24,87.56
4440299,1865814,2024-03-05,2025-09-01,19868,1428.1,Line-5,Night,20842932,2504616,117,83.0,173.9,0.816,1.59,3.73,68.64,Released,2024-03-17,85.02
4584364,1209458,2021-02-17,2022-06-03,46095,6652.3,Line-4,Night,89200829,2682442,96,79.1,190.9,1.569,3.7,4.82,65.15,Released,2021-02-25,51.11
4239104,1004164,2024-06-23,2025-07-07,22092,2218.9,Line-3,Night,18347560,2349718,65,72.8,188.8,2.209,2.48,2.89,66.37,Released,2024-07-06,72.69
4240365,1561661,2021-01-17,2022-08-05,45233,7535.4,Line-2,Morning,30496409,2110279,78,77.9,167.2,0.588,1.58,4.21,65.15,Under-Review,2021-01-27,91.85
4437534,1689002,2024-10-30,2026-10-13,16535,4946.9,Line-1,Night,92952232,2940545,31,82.2,163.7,1.787,3.16,4.02,53.33,Released,2024-11-06,93.79
4985013,1995556,2021-08-29,2023-06-24,43017,11338.4,Line-2,Afternoon,89036000,2438503,24,72.5,202.8,0.368,2.42,4.93,58.04,Under-Review,2021-09-08,79.41
4657996,1048953,2021-02-07,2023-01-10,39069,3583.0,Line-4,Morning,44796183,2083106,82,74.3,160.7,1.289,1.64,5.39,53.71,Released,2021-02-20,83.64
4813061,1174985,2023-01-12,2025-01-01,22210,1870.9,Line-4,Morning,98342817,2753223,61,84.6,190.9,0.268,2.24,4.25,66.64,Released,2023-01-18,78.49
4138046,1901503,2021-08-26,2023-03-01,29362,6299.3,Line-2,Morning,56841593,2777966,64,82.5,182.1,1.614,3.22,3.82,60.58,Released,2021-08-30,66.69
4147360,1489412,2021-03-05,2023-01-07,29404,20608.0,Line-2,Morning,27523520,2589639,63,83.4,191.4,0.316,2.55,5.05,56.72,Released,2021-03-12,70.14
4636174,1246182,2021-12-10,2023-10-19,34076,7888.6,Line-1,Afternoon,78067781,2744183,95,74.9,189.9,1.138,3.17,4.08,55.89,Released,2021-12-13,78.02
4342975,1942010,2024-04-28,2025-12-31,23808,2895.4,Line-3,Afternoon,95653584,2923834,90,75.2,167.8,0.366,2.83,4.98,56.26,Recalled,2024-05-11,70.45
4576752,1497144,2023-11-20,2025-06-28,15098,1271.8,Line-4,Night,34313905,2174585,58,83.4,193.0,2.057,2.05,4.45,66.78,Released,2023-11-27,60.42
4999337,1331743,2022-01-14,2023-02-22,15145,282.8,Line-2,Night,78785208,2925238,67,75.2,173.5,0.732,2.97,3.34,66.98,Released,2022-01-22,94.43
4549216,1335628,2024-12-14,2026-01-01,24112,1747.0,Line-3,Morning,75957937,2800330,105,83.0,192.6,0.213,2.98,4.45,57.69,Quarantine,2024-12-19,56.84
5505766,1113222,2024-08-15,2025-11-18,49362,3029.6,Line-1,Morning,35640882,2007153,86,81.5,187.8,1.118,1.55,4.44,66.64,Quarantine,2024-08-28,86.14
4897621,1795515,2024-02-25,2025-06-26,13534,1491.6,Line-2,Afternoon,73680042,2615169,45,80.2,184.6,0.469,2.9,5.41,57.11,Rejected,2024-02-29,67.54
4071769,1829919,2021-11-29,2023-10-27,19505,22552.4,Line-3,Morning,74622411,2291591,27,76.0,170.7,0.351,3.64,4.89,55.58,Released,2021-12-07,74.17
4634624,1107676,2021-10-24,2023-07-20,27413,109.1,Line-4,Night,30191500,2429134,71,83.6,205.3,0.937,2.57,4.45,57.31,Released,2021-11-02,77.15
4419395,1463574,2024-12-20,2026-01-29,46755,1165.6,Line-1,Afternoon,67029961,2570939,90,84.7,172.3,0.385,2.85,3.53,56.22,Rejected,2024-12-29,68.49
4844730,1295496,2021-09-10,2023-05-30,43280,484.2,Line-2,Night,30313300,2082703,119,73.4,173.1,1.216,2.72,5.47,57.57,Quarantine,2021-09-20,82.63
4633431,1916797,2023-01-15,2024-10-15,7163,4399.3,Line-5,Afternoon,41432483,2388363,96,76.8,207.2,0.513,1.6,5.34,61.22,Released,2023-01-25,78.21
4792121,1740265,2024-04-06,2025-04-08,24946,605.6,Line-4,Afternoon,27811585,2257350,75,82.8,209.3,1.68,2.44,5.17,57.47,Released,2024-04-13,84.16
4703671,1831375,2023-09-28,2024-11-01,16048,3579.1,Line-1,Morning,53077653,2385587,46,72.4,205.0,0.629,1.69,4.37,68.48,Quarantine,2023-10-10,85.24
4837355,1593065,2023-02-03,2025-01-17,15276,5285.0,Line-1,Afternoon,91445282,2045296,30,79.1,175.3,0.25,2.08,3.19,64.97,Quarantine,2023-02-06,61.17
5361437,1037927,2022-03-23,2023-09-27,4583,14045.6,Line-4,Morning,51744311,2842393,62,76.5,187.0,0.457,2.98,3.89,55.54,Quarantine,2022-03-26,92.8
4268759,1402829,2021-02-05,2022-12-26,3863,1892.7,Line-3,Afternoon,47510297,2983687,79,82.6,174.8,1.12,2.0,4.32,57.16,Released,2021-02-18,86.7
4012806,1419179,2023-02-16,2024-08-09,7999,3482.6,Line-4,Afternoon,81506593,2729803,87,74.1,205.0,2.526,2.77,3.13,60.98,Released,2023-02-27,87.06
4471225,1385114,2023-07-29,2024-11-15,34434,5130.9,Line-5,Night,24267165,2238507,70,77.0,175.8,1.686,2.91,4.66,56.81,Released,2023-08-07,85.37
