inspection_id,batch_id,inspector_id,inspection_datetime,inspection_type,sample_size,pass_count,fail_count,pass_rate_pct,moisture_result_pct,protein_result_pct,fat_result_pct,carb_result_pct,contamination_detected,contamination_type,visual_score,packaging_integrity_score,overall_result,action_taken,inspector_comments
52087274,4274545,3717987,2022-07-11,Microbiological,137,132,5,96.35,0.997,3.49,5.74,59.7,0,None,9.28,6.49,Pass,Destroy,
56821504,4189062,3547680,2021-04-08,Incoming,194,132,62,68.04,0.878,2.02,3.25,58.9,0,None,5.31,8.43,Pass,Released,Within spec
59876469,4848916,3727827,2025-03-04,Microbiological,234,191,43,81.62,0.349,1.61,2.56,64.98,0,None,8.26,9.7,Pass,Hold,Within spec
50068138,4334600,3641673,2022-02-23,In-Process,250,216,34,86.4,0.147,2.28,5.1,51.99,0,None,8.69,8.82,Pass,Released,Within spec
50470376,4051637,3839253,2021-08-05,In-Process,207,187,20,90.34,0.411,3.52,4.91,58.69,0,None,7.94,8.25,Pass,Released,Within spec
57828083,4855611,3901834,2022-10-08,Final,79,65,14,82.28,1.477,3.4,4.66,58.6,0,None,7.28,9.06,Pending,Released,
50870321,4712911,3693985,2022-04-07,Incoming,328,247,81,75.3,1.225,3.18,4.45,52.59,1,Bacterial,7.29,9.32,Pass,Released,Within spec
53640930,4553213,3647720,2021-09-09,Incoming,14,12,2,85.71,2.206,1.67,2.86,69.52,0,None,7.11,8.5,Pass,Released,
53706488,4489853,3831957,2022-04-28,Final,137,119,18,86.86,0.158,3.79,4.06,69.72,0,Bacterial,7.93,5.57,Conditional Pass,Re-test,Within spec
57835847,4128464,3579497,2024-03-03,In-Process,292,201,91,68.84,0.636,2.57,4.87,51.07,0,None,9.19,8.39,Pass,Released,
55515619,4049111,3752260,2022-02-25,In-Process,156,102,54,65.38,0.163,2.17,4.52,59.65,1,None,5.03,8.04,Pass,Released,Requires follow-up
51521638,4758848,3568982,2023-10-14,Incoming,105,98,7,93.33,0.45,4.07,4.78,51.57,0,None,6.79,9.61,Fail,Destroy,Within spec
50813227,4649678,3522951,2022-12-30,In-Process,11,10,1,90.91,0.426,2.77,3.03,60.06,0,None,8.51,9.22,Pass,Released,
54252453,4396975,3514017,2023-12-11,In-Process,418,329,89,78.71,0.624,2.17,4.26,60.25,0,None,6.43,9.23,Pending,Hold,
58422046,4710203,3510087,2023-06-10,Chemical,144,102,42,70.83,2.347,3.91,4.61,69.56,0,None,7.03,6.8,Pass,Released,
56942932,4946898,3844956,2023-08-07,Final,47,42,5,89.36,2.017,2.52,5.17,59.0,0,Heavy Metal,7.74,8.19,Pass,Released,
55973072,4040241,3553504,2022-05-21,Final,139,105,34,75.54,0.807,3.47,5.25,65.59,0,None,8.44,9.01,Pass,Released,
57778339,4970278,3834966,2023-06-18,Final,445,372,73,83.6,0.318,2.62,3.43,56.18,0,Foreign Object,9.24,4.24,Pass,Rework,
53646181,4102075,3794232,2021-12-20,Microbiological,51,36,15,70.59,1.107,1.92,5.76,51.09,1,None,8.54,9.01,Pass,Released,
50287603,4392250,3619176,2021-12-30,Chemical,433,380,53,87.76,0.765,3.09,3.73,66.97,0,None,7.92,7.69,Pass,Released,
55081403,4943283,3757587,2021-05-21,Incoming,396,331,65,83.59,0.744,2.37,2.97,66.23,0,None,6.57,9.56,Pass,Released,
54711532,4535906,3858293,2022-09-22,Incoming,188,136,52,72.34,1.95,4.02,2.52,65.22,0,None,7.68,8.94,Pass,Released,
58128762,4901868,8899147,2023-09-22,Final,127,67,60,52.76,0.72,3.03,3.08,60.46,0,None,8.18,5.04,Pass,Released,
51522932,4626725,3730954,2025-03-26,Incoming,319,182,137,57.05,0.29,2.83,5.94,67.45,0,None,8.25,8.73,Pass,Released,
51274208,4691152,3671460,2022-06-04,Final,271,216,55,79.7,1.222,3.04,4.13,59.6,0,None,7.52,9.68,Pass,Released,Within spec
55670899,4418047,3907498,2024-05-13,Sensory,213,135,78,63.38,0.633,2.85,2.96,68.62,0,None,7.2,8.95,Pass,Released,Within spec
58058712,4185010,3754162,2024-07-31,Microbiological,312,240,72,76.92,0.836,1.66,3.74,70.3,0,None,7.34,8.71,Conditional Pass,Hold,
56083639,4469315,3528982,2023-12-31,Microbiological,497,384,113,77.26,1.921,2.69,3.55,65.51,0,None,8.39,7.03,Pass,Released,Within spec
58092759,4621641,3582182,2024-03-04,Incoming,32,21,11,65.62,1.541,1.43,4.07,60.87,0,None,8.67,9.55,Fail,Released,
54160672,4441287,3933652,2021-12-10,Incoming,253,192,61,75.89,0.407,3.98,5.64,65.62,0,None,5.65,8.21,Pass,Released,
55586408,4676553,3635818,2021-05-19,In-Process,468,412,56,88.03,1.794,3.5,5.53,57.27,0,None,7.83,5.76,Pass,Released,Within spec
54796756,4832886,3524402,2021-06-22,Final,217,120,97,55.3,1.393,2.21,5.73,58.8,0,Bacterial,7.71,9.47,Pass,Released,Within spec
56996039,4990723,3641776,2022-06-08,Incoming,288,226,62,78.47,0.502,1.71,5.62,50.4,0,None,7.2,8.17,Pass,Released,Within spec
53927421,4143424,3912086,2021-08-25,In-Process,484,462,22,95.45,0.477,1.72,5.04,53.47,0,None,6.04,6.69,Pass,Released,
53771261,4723268,3751790,2022-04-22,Incoming,225,166,59,73.78,0.387,3.22,5.87,56.35,0,Bacterial,6.68,9.18,Pass,Released,
53622078,4773020,3826294,2021-09-07,In-Process,405,332,73,81.98,0.244,3.91,2.98,56.03,0,None,8.67,8.96,Pass,Released,Within spec
54299881,4825010,3522067,2023-12-02,Final,449,407,42,90.65,0.191,2.34,4.16,53.83,0,None,9.41,7.85,Pending,Destroy,
53048568,4257306,3906671,2024-06-03,In-Process,183,164,19,89.62,0.245,2.11,2.67,69.37,0,None,8.91,7.67,Fail,Released,Requires follow-up
53651203,4337191,3557230,2021-12-14,Microbiological,90,54,36,60.0,1.752,1.56,5.75,60.75,0,None,5.52,8.65,Pass,Re-test,Within spec
55209518,4585432,3995930,2025-04-18,Final,91,89,2,97.8,0.23,3.25,2.69,68.97,0,None,6.48,9.31,Pending,Released,
58692086,4893223,3804533,2023-09-19,Incoming,73,64,9,87.67,0.297,2.38,4.44,65.17,0,None,8.13,8.7,Pass,Released,Within spec
51963410,4773905,3972656,2021-12-21,In-Process,286,188,98,65.73,1.421,1.62,2.89,61.29,0,None,8.31,9.02,Pending,Released,Within spec
59285829,4993098,3865101,2022-09-14,Incoming,211,147,64,69.67,0.542,2.99,5.39,53.34,0,Heavy Metal,5.77,8.34,Pass,Re-test,
55788507,4100350,3682748,2021-03-28,In-Process,97,75,22,77.32,0.945,2.2,3.63,61.24,0,None,8.13,8.38,Conditional Pass,Released,
58807130,4172556,3829085,2022-02-27,In-Process,142,107,35,75.35,0.257,1.91,5.87,57.27,0,None,7.79,8.61,Pending,Released,
59800764,4250309,3956176,2022-04-11,Final,17,11,6,64.71,0.916,2.5,3.65,50.34,0,None,8.0,9.74,Pass,Released,
52012959,4241677,3935629,2021-06-09,In-Process,179,76,103,42.46,0.437,2.63,3.7,50.46,0,None,9.3,8.81,Fail,Rework,
59491689,4377945,3602331,2023-02-01,In-Process,229,212,17,92.58,0.474,2.38,3.09,67.8,0,None,9.49,8.74,Pass,Released,Within spec
54591614,4820982,3926429,2021-10-19,In-Process,27,23,4,85.19,0.932,3.18,3.14,57.46,0,None,6.66,8.28,Pass,Released,Within spec
56326209,4806755,3765980,2024-11-03,Microbiological,253,190,63,75.1,1.221,4.09,2.95,50.54,0,None,8.34,9.5,Pass,Released,Within spec
59574960,4259739,3693303,2021-03-04,Incoming,99,68,31,68.69,0.384,3.72,5.5,67.17,0,None,7.68,7.74,Pass,Released,
56147284,4399956,3825504,2024-05-07,In-Process,301,264,37,87.71,0.381,3.79,2.55,52.98,0,None,8.14,9.01,Pass,Released,
55803521,4790029,3738506,2024-07-06,Final,42,31,11,73.81,1.21,3.58,5.15,63.19,0,None,7.05,9.15,Fail,Rework,
58781588,4002080,3929431,2021-06-09,Final,80,66,14,82.5,2.512,3.88,3.66,64.24,0,None,5.85,8.36,Pass,Released,Borderline
55956344,4132753,3667655,2025-01-03,Incoming,316,242,74,76.58,1.411,2.14,5.09,71.28,0,None,6.65,9.52,Pass,Released,Within spec
56523527,4572743,3780984,2025-04-26,Final,375,236,139,62.93,0.904,4.07,5.1,67.98,0,None,9.37,9.55,Pass,Rework,Within spec
51913444,4890657,3978226,2024-10-20,Final,381,329,52,86.35,1.271,3.8,4.36,50.86,1,None,3.4,8.67,Pass,Released,Within spec
54694565,4166086,3893396,2021-09-25,Chemical,37,25,12,67.57,0.555,2.08,2.98,64.56,0,None,7.28,8.08,Pass,Rework,
50558723,4040402,3753089,2022-07-02,In-Process,254,248,6,97.64,2.543,2.26,4.87,57.87,0,None,7.33,6.33,Pass,Re-test,
59808313,4662214,3557032,2023-10-13,Incoming,17,12,5,70.59,0.17,2.08,4.15,67.69,0,None,7.96,8.28,Fail,Destroy,Within spec
52340754,4361860,3606418,2022-12-13,Microbiological,369,328,41,88.89,0.569,1.94,4.83,52.17,0,None,8.0,6.81,Pass,Rework,
59987120,4723654,3979399,2022-08-10,Microbiological,40,21,19,52.5,1.529,1.44,4.51,57.42,0,None,8.32,9.39,Pass,Released,Within spec
52286052,4675398,3941618,2021-03-13,In-Process,361,328,33,90.86,0.305,3.57,2.52,67.66,0,Bacterial,6.14,7.87,Pending,Released,
54931913,4688348,3517829,2021-04-22,Final,201,162,39,80.6,0.346,2.06,4.65,70.9,0,None,8.11,8.38,Pass,Rework,Within spec
54102554,4959490,3862489,2024-10-22,Chemical,410,291,119,70.98,0.265,1.74,3.56,69.56,0,Foreign Object,7.42,9.19,Pass,Destroy,
50840207,4432404,3877424,2022-06-14,Final,289,236,53,81.66,0.781,1.88,5.54,63.06,0,Bacterial,8.22,9.0,Pass,Released,Within spec
57726732,4960468,3610185,2024-09-18,Incoming,394,311,83,78.93,0.708,3.61,4.86,57.64,0,None,7.1,9.81,Pass,Released,Within spec
53935553,4522254,3711385,2021-05-29,Chemical,385,318,67,82.6,1.877,3.12,3.95,62.24,0,None,8.19,8.46,Pass,Hold,
54570017,4195519,3540789,2023-12-22,Final,379,308,71,81.27,0.893,3.48,5.03,51.43,0,Bacterial,7.35,9.5,Conditional Pass,Released,Borderline
50285340,4844328,3846576,2024-02-06,Incoming,22,20,2,90.91,1.466,1.56,2.91,71.71,0,None,7.78,7.81,Pass,Released,
58121964,4352908,3807419,2024-12-02,In-Process,312,298,14,95.51,0.437,1.51,3.26,50.82,0,None,8.06,6.9,Pass,Released,
50894792,4363426,3697893,2025-04-29,Microbiological,82,73,9,89.02,0.117,2.29,4.72,62.71,0,None,7.06,9.78,Pass,Released,Borderline
52498594,4329631,3728409,2024-09-19,Final,170,96,74,56.47,1.384,2.36,3.58,53.41,0,None,6.26,9.65,Pass,Rework,Requires follow-up
59772193,4733367,3646366,2022-04-05,Final,402,276,126,68.66,0.919,2.99,4.77,71.58,0,None,6.6,9.14,Pass,Rework,
59994070,4046245,3825217,2023-10-17,Chemical,309,164,145,53.07,0.201,3.22,4.6,57.19,0,None,7.83,8.61,Pass,Released,Within spec
56198773,4201606,3643345,2023-01-17,Final,160,151,9,94.38,0.772,2.8,4.16,52.39,0,None,8.14,8.74,Pass,Released,
53102474,4564817,3580073,2022-04-18,Incoming,446,288,158,64.57,1.374,1.58,3.76,55.26,0,None,8.06,8.86,Pass,Released,Within spec
55545432,4111299,3542608,2024-06-13,Final,49,39,10,79.59,1.042,3.31,2.98,60.07,0,None,5.42,8.17,Pass,Released,Borderline
57179818,4855967,3919987,2024-04-16,In-Process,254,243,11,95.67,2.265,2.82,4.73,70.66,0,None,7.7,8.95,Pass,Released,
59863801,4134524,3980638,2023-12-08,In-Process,276,187,89,67.75,1.274,2.07,5.82,60.16,0,None,9.23,8.76,Pass,Released,Within spec
51562465,4554995,3887062,2024-02-08,In-Process,308,275,33,89.29,0.543,1.5,2.94,61.36,0,None,8.98,8.19,Pass,Released,Borderline
50941107,4265321,3501035,2023-03-23,Final,335,299,36,89.25,0.821,4.03,3.03,66.61,0,None,7.56,9.72,Pass,Released,
50248469,4795789,3733583,2021-08-11,Incoming,154,116,38,75.32,0.832,2.67,4.16,62.69,0,None,7.85,9.59,Pass,Released,
57916430,4291794,3571504,2022-03-30,Final,18,16,2,88.89,0.41,1.45,5.84,56.39,0,None,9.84,7.53,Pass,Released,
59323188,4212297,3905940,2022-12-12,Chemical,59,35,24,59.32,1.25,3.94,2.75,58.77,0,None,7.6,7.98,Pass,Released,Within spec
59456430,4801033,3697266,2025-02-20,In-Process,323,265,58,82.04,0.084,3.49,4.28,63.1,0,None,5.98,8.62,Pass,Released,Within spec
52780928,4112245,3875400,2024-10-28,In-Process,368,328,40,89.13,0.908,1.47,4.8,71.43,0,None,5.83,8.79,Pass,Released,Within spec
56407335,4260436,3941492,2022-09-05,Microbiological,51,38,13,74.51,2.037,1.46,3.18,64.65,0,None,8.47,9.03,Conditional Pass,Released,Escalated to QA
57834623,4264515,3968399,2021-10-01,Incoming,375,301,74,80.27,0.607,1.58,3.65,55.72,0,None,6.67,9.02,Pass,Released,Borderline
58404875,4929041,3794274,2021-03-11,In-Process,367,345,22,94.01,0.834,2.77,5.88,51.1,1,None,8.13,9.73,Conditional Pass,Hold,
52168617,4490115,3893678,2022-11-01,Incoming,43,32,11,74.42,1.212,3.97,4.88,58.65,0,None,8.28,7.8,Pass,Released,Within spec
56832442,4320216,3710910,2022-04-02,Final,172,158,14,91.86,0.62,3.04,4.39,63.61,0,None,6.25,5.92,Pass,Released,
58082117,4864800,3634099,2022-11-17,Final,445,396,49,88.99,0.843,3.05,3.47,58.96,0,None,9.78,7.51,Pass,Released,
56609715,4168620,3556600,2024-01-02,In-Process,96,93,3,96.88,1.656,1.87,5.85,55.73,0,None,8.34,8.29,Pass,Destroy,Within spec
50388958,4425030,3739561,2023-05-21,Incoming,154,143,11,92.86,2.231,2.85,3.33,53.25,0,None,7.53,9.7,Pass,Released,
55750482,4598685,3713813,2022-09-01,Final,295,235,60,79.66,0.701,3.11,4.99,69.79,0,None,8.16,9.26,Pass,Released,
50052827,4736770,3631432,2022-03-25,In-Process,12,7,5,58.33,1.435,3.8,5.41,60.62,0,None,9.64,7.2,Pass,Rework,Within spec
59588100,4440517,3568249,2024-02-20,Incoming,351,246,105,70.09,0.111,2.99,5.54,60.11,0,None,6.94,8.47,Pass,Released,Borderline
57974017,4865651,3927205,2024-03-09,Incoming,192,143,49,74.48,0.824,2.65,5.21,50.85,0,None,9.12,9.45,Conditional Pass,Released,Within spec
55651326,4863593,3748372,2023-04-04,Microbiological,370,294,76,79.46,0.61,3.22,4.12,52.16,0,None,8.57,8.85,Pass,Rework,
58798641,4618646,3591230,2022-01-08,Final,249,147,102,59.04,1.069,1.8,2.57,53.59,0,None,7.46,6.39,Fail,Released,Within spec
54802654,4996966,3885107,2025-01-20,Final,101,95,6,94.06,0.829,2.66,5.18,52.0,0,None,7.32,8.98,Pass,Released,Within spec
58930838,4524681,3841962,2021-08-29,Microbiological,241,177,64,73.44,0.708,2.84,5.37,63.54,0,None,9.76,8.69,Conditional Pass,Released,
53457025,4733151,3935373,2022-07-09,Microbiological,437,377,60,86.27,0.884,1.81,2.51,53.99,0,None,9.13,9.39,Pass,Released,
52951726,4204941,3855801,2022-07-05,Incoming,316,280,36,88.61,2.411,2.79,5.06,55.41,0,None,8.27,8.62,Pass,Released,Within spec
52337450,4549461,3724349,2023-08-28,Incoming,462,321,141,69.48,1.202,1.42,4.5,55.11,0,None,8.83,9.02,Pass,Released,
57186717,4725343,3591297,2024-02-10,Final,438,409,29,93.38,0.574,3.64,4.95,68.64,0,Foreign Object,9.18,8.43,Pass,Destroy,
57012904,4956807,3599453,2024-12-23,Microbiological,148,123,25,83.11,0.687,3.91,2.65,61.48,0,None,9.28,8.01,Pass,Released,Within spec
56353049,4135671,3517652,2021-02-09,Chemical,483,388,95,80.33,1.294,3.71,3.68,65.61,0,None,8.81,8.98,Pass,Released,
54992024,4576955,3745542,2021-08-06,Final,362,217,145,59.94,0.82,1.69,4.59,69.61,0,None,9.52,9.36,Pending,Released,Within spec
55836632,4033799,3771094,2025-03-04,Microbiological,76,62,14,81.58,0.909,1.65,5.11,71.92,0,None,6.43,8.39,Pass,Hold,Requires follow-up
59488592,4172545,8941872,2022-04-23,Incoming,203,164,39,80.79,1.138,3.28,3.15,58.97,0,Heavy Metal,7.89,8.93,Pass,Released,Requires follow-up
58469621,4106988,3858084,2021-07-03,Final,438,372,66,84.93,1.179,3.09,5.66,59.65,0,None,7.26,7.45,Pass,Released,Within spec
57951523,4745489,3747411,2022-07-13,In-Process,59,53,6,89.83,1.186,3.23,3.7,70.58,0,None,8.26,9.21,Conditional Pass,Released,
53621082,4000823,3576458,2022-10-04,Incoming,138,131,7,94.93,0.863,3.85,2.6,66.44,0,None,6.07,7.84,Conditional Pass,Rework,Within spec
51413998,4371833,3967296,2024-10-08,In-Process,154,136,18,88.31,0.424,2.64,4.56,61.74,0,None,7.23,8.59,Pass,Released,
56439948,4664573,3532155,2024-07-01,Final,367,304,63,82.83,2.013,3.77,4.66,68.91,0,None,8.85,7.2,Pass,Re-test,Within spec
53253584,4912586,3629666,2024-01-06,Incoming,399,294,105,73.68,0.148,2.78,2.95,55.32,0,None,9.41,8.43,Pending,Re-test,Escalated to QA
59609607,4758003,3664967,2021-08-30,Final,32,26,6,81.25,0.611,3.45,3.15,52.98,0,None,8.38,8.45,Conditional Pass,Released,
55778910,4697477,3728787,2023-06-09,Incoming,489,332,157,67.89,0.644,2.61,4.72,51.39,0,None,7.15,7.4,Pass,Rework,Within spec
57478098,4944421,3836566,2022-11-17,Incoming,276,248,28,89.86,0.909,2.45,3.59,65.27,1,None,7.15,6.42,Conditional Pass,Released,
59445026,4973410,3937657,2021-06-11,Microbiological,381,320,61,83.99,0.292,1.85,2.83,66.06,0,None,6.05,8.98,Pass,Released,
59856922,4857682,3534318,2025-03-25,Final,158,135,23,85.44,0.246,2.37,3.0,55.25,0,None,6.43,8.53,Pass,Released,Within spec
52156832,4392727,3903609,2023-01-28,Final,37,27,10,72.97,1.377,3.21,5.14,57.92,0,None,8.9,8.36,Pass,Released,
56029514,4131900,8774200,2021-11-15,Final,175,157,18,89.71,0.285,4.09,4.99,68.55,0,None,6.82,5.63,Pass,Released,
50741170,4647287,8577435,2024-07-20,In-Process,420,381,39,90.71,1.062,2.57,5.64,66.56,0,None,5.68,8.56,Pass,Released,
50546613,4724823,3540773,2022-02-05,Microbiological,227,120,107,52.86,1.662,3.72,5.95,58.64,0,None,8.26,8.68,Pass,Released,
58969398,4636174,3973860,2021-09-11,In-Process,369,230,139,62.33,0.226,3.05,4.48,50.3,0,None,4.39,8.94,Pass,Released,Within spec
53066656,4091836,3651375,2022-04-03,In-Process,184,177,7,96.2,2.487,1.81,3.51,67.25,0,None,7.55,7.92,Pass,Rework,
59432222,4895860,3598276,2023-06-10,Final,250,165,85,66.0,1.289,1.92,3.51,59.7,0,None,8.01,7.53,Pass,Released,Requires follow-up
51088983,4669861,3738436,2022-05-27,In-Process,356,332,24,93.26,1.257,2.18,5.7,66.17,0,None,7.16,8.94,Pass,Released,
53985371,4658476,3796156,2023-08-10,In-Process,93,80,13,86.02,1.898,1.75,5.91,71.53,0,None,8.69,8.94,Pass,Released,
56335639,4170813,3626516,2024-07-31,In-Process,239,218,21,91.21,0.605,3.3,2.52,54.06,0,None,8.18,7.5,Pass,Released,
57613061,4222141,3641091,2021-10-22,Final,243,203,40,83.54,1.093,3.38,4.85,55.46,1,None,9.17,8.64,Pass,Released,
57100023,4796788,3916170,2023-03-22,Incoming,395,353,42,89.37,0.797,2.81,3.05,56.83,0,None,9.58,6.44,Pass,Released,Within spec
58024941,4884450,3856312,2023-04-19,Final,331,306,25,92.45,0.615,2.83,5.22,66.67,0,None,7.14,9.32,Pass,Released,Borderline
54999495,4985013,3574464,2021-05-21,In-Process,23,15,8,65.22,0.319,3.35,3.4,60.99,0,None,9.16,8.79,Pass,Released,
55547943,4872218,3697571,2021-03-28,Final,335,241,94,71.94,3.145,2.33,2.62,56.56,0,None,6.27,6.35,Pass,Released,Within spec
57844500,4562927,3706038,2023-06-06,Microbiological,200,167,33,83.5,0.808,2.43,4.85,65.39,0,None,5.87,7.81,Fail,Released,
56511994,4134693,3700708,2023-09-23,Final,454,382,72,84.14,1.279,3.44,4.75,70.86,0,None,8.0,8.64,Pass,Released,
55217199,4170188,3538617,2021-09-19,Final,287,239,48,83.28,1.735,1.45,5.12,58.61,0,Pesticide,9.31,7.73,Pass,Released,
50988682,4871472,3992943,2022-01-30,Incoming,374,351,23,93.85,1.615,3.99,4.43,58.01,0,None,6.12,7.17,Pass,Released,
58466269,4859148,3684228,2024-12-02,Final,122,90,32,73.77,1.578,1.42,2.6,65.27,1,None,9.84,9.97,Pass,Released,
59004146,4994864,3560876,2024-04-06,Final,139,126,13,90.65,1.108,3.61,2.56,58.73,0,None,6.49,9.37,Pass,Rework,Requires follow-up
50844327,4207082,3722314,2024-11-18,Incoming,369,337,32,91.33,0.339,3.05,5.36,57.28,0,None,7.68,8.22,Pass,Released,Within spec
55312352,4353956,3884674,2023-05-24,Microbiological,421,290,131,68.88,0.564,2.8,5.89,64.86,0,None,6.44,6.54,Conditional Pass,Released,
54227826,4768996,3736823,2021-09-24,Sensory,62,52,10,83.87,1.8,1.41,3.37,67.32,0,None,7.11,8.92,Pass,Released,
51508146,4533316,3622811,2021-02-26,Chemical,253,173,80,68.38,0.448,2.54,3.65,53.27,0,None,9.8,7.53,Pass,Released,Within spec
59441904,4739449,3937095,2022-08-13,Final,458,315,143,68.78,0.664,2.86,2.89,71.43,0,None,9.13,8.44,Pass,Released,Within spec
55298375,4970967,3784815,2023-06-18,Final,236,171,65,72.46,0.104,2.59,5.7,67.59,0,None,8.51,9.04,Pass,Hold,Requires follow-up
